id,page_no,maker,title,recall_id,ctype,maker_detail,car_name,car_name_full,생산기간,시정기간,대상수량,장치분류,결함내용,시정방법,기타문의
1226,434,현대,EQ900 등 2차종 - 터보차저 오일 피드 파이프 관련 리콜,3207,O,현대자동차(주),"EQ900(HI), G80 (DH PE)","EQ900(HI), G80 (DH PE)",2015-08-20 ~ 2017-12-29,2019-07-19 ~,"4,980 대",원동기(엔진),"터보차저 오일 공급 파이프 연결부 기밀력 저하로 누유 발생 시 엔진룸 흰연기 및 냄새로 인지 가능하나 지속 운행으로 과다 누유되는 경우 화재가 발생할 수 있는 가능성에 따른 리콜 

<*대상차량별 생산일자>
EQ900(HI): 2015.08.20~2017.12.29
G80 (DH PE): 2016.06.08~2017.12.29","터보 오일 피드 파이프 교환 

<*단, 대상 차량 중 기존에 무상수리를 진행한 차량 일부는 개선 조치가 완료되어 추가 조치가 필요하지 않을 수 있으므로 무상수리 진행 여부에 대해서 제작사 고객센터에 먼저 확인하시기 바랍니다.>","제네시스 브랜드 고객센터 080-900-6000(EQ900), 080-700-6000(G80)"
1227,434,벤츠코리아,GLE 300 d 4MATIC 등 3차종 - 조수석 에어백 관련 리콜,3201,O,메르세데스벤츠코리아(주),"GLE 300 d 4MATIC, GLE 400 d 4MATIC, GLE 450 4MATIC","GLE 300 d 4MATIC, GLE 400 d 4MATIC, GLE 450 4MATIC",2018-07-11 ~ 2018-09-18,2019-07-17 ~,6 대,승차 및 실내장치,"부품 공급업체의 생산 공정상의 오류로, 조수석 에어백 쿠션의 접이 방식(folding)이 사양에 맞지 않아 조수석의 온도가 극단적으로 높으면(85°C 이상의 고온), 에어백 가스 발생기의 압력이 높아질 수 있고 이로 인해 에어백 쿠션 전개가 지연되거나 불완전하게 전개될 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
GLE 300 d 4MATIC: 2018.07.12
GLE 400 d 4MATIC: 2018.07.11~2018.09.18
GLE 450 4MATIC: 2018.09.10~2018.09.18",접이 방식이 개선된 조수석 에어백으로 교체,벤츠코리아 대표번호 080-001-1886
1228,434,벤츠코리아,GLE 300 d 4MATIC 등 3차종 - 조수석 바닥 용접 스터드 관련 리콜,3200,O,메르세데스벤츠코리아(주),"GLE 300 d 4MATIC, GLE 400 d 4MATIC, GLE 450 4MATIC","GLE 300 d 4MATIC, GLE 400 d 4MATIC, GLE 450 4MATIC",2018-07-11 ~ 2018-09-18,2019-07-17 ~,5 대,차대(프레임)/차체,"생산 공정 상의 오류로 용접 로봇에 잘못된 출력값(용접 전류, 각도, 접촉 압력)이 입력되어, 조수석 바닥의 용접 스터드가 제대로 용접되지 않아 수심이 400mm 정도 되는 얕은 물을 지나게 되면, 차량의 조수석 바닥에 물이 침투되어 일부 전기 장치(ex. 엔진, 조명, 앞유리 와이퍼)가 수분 침투의 영향을 받을 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
GLE 300 d 4MATIC: 2018.07.12
GLE 400 d 4MATIC: 2018.07.11~2018.09.18
GLE 450 4MATIC: 2018.09.18",조수석 바닥 용접 스터드 실링(sealing) 작업,벤츠코리아 대표번호 080-001-1886
1229,436,벤츠코리아,AMG C 43 4MATIC Coupe 등 13차종 - 앞 좌석 등받이 관련 리콜,3066,O,메르세데스벤츠코리아(주),"AMG C 43 4MATIC Coupe, AMG C 43 4MATIC Cabriolet, AMG C 63 Coupe, AMG C 63 Cabriolet, C 200 Coupe, C 200 Cabriolet, C 220 BLUETEC/C 220d, C 220d 4MATIC, E 220D Coupe, E 220D Cabriolet, E 400, E 400 4MATIC","AMG C 43 4MATIC Coupe, AMG C 43 4MATIC Cabriolet, AMG C 63 Coupe, AMG C 63 Cabriolet, C 200 Coupe, C 200 Cabriolet, C 220 BLUETEC/C 220d, C 220d 4MATIC, E 220D Coupe, E 220D Cabriolet, E 400, E 400 4MATIC",2015-11-11 ~ 2017-11-10,2019-07-01 ~,"1,781 대",승차 및 실내장치,"생성 공정 상의 오류로 좌석 등받이 고정장치에 결함으로 운전석 및 동반석 좌석 드받이의 오른쪽이 제대로 고정되지 않을 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
AMG C 43 4MATIC Coupe: 2017.03.08~2017.03.17
AMG C 43 4MATIC Cabriolet: 2017.03.17~2017.03.21
AMG C 63 Coupe: 2015.12.17
AMG C 63 Cabriolet: 2016.11.10
C 200 Coupe: 2015.11.11~2017.04.18
C 200 Cabriolet: 2016.01.22~2017.06.23
C 220 BLUETEC: 2016.02.20~2017.02.01
C 220d: 2016.02.20~2017.02.01
C 220d 4MATIC: 2016.03.15~2016.03.21
E 220D Coupe: 2016.11.09~2017.06.23
E 220D Cabriolet: 2017.04.12~2017.06.10
E 400: 2017.04.11~2017.04.24
E 400 4MATIC: 2016.11.17~2017.06.23",운전석 및 동반석 좌석 등받이 잠금장치 점검 및 좌석 등받이 필요 시 교체,벤츠코리아 고객센터 080-001-1886
1230,436,비엠더블유,BMW 120d 등 41차종 - 배기가스재순환장치 냉각기 관련 리콜,3196,O,비엠더블유코리아(주),"BMW 120d, BMW 220d Coupe, BMW 320d, BMW 320d EfficientDynamics Edition, BMW 320d Gran Turismo, BMW 320d Touring, BMW 320d xDrive,BMW 320d xDrive Gran Turismo, BMW 325d, BMW 420d Coupe, BMW 420d Gran Coupe, BMW 420d xDrive Coupe, BMW 420d xDrive Gran Coupe","BMW 120d, BMW 220d Coupe, BMW 320d, BMW 320d EfficientDynamics Edition, BMW 320d Gran Turismo, BMW 320d Touring, BMW 320d xDrive,BMW 320d xDrive Gran Turismo, BMW 325d, BMW 420d Coupe, BMW 420d Gran Coupe, BMW 420d xDrive Coupe, BMW 420d xDrive Gran Coupe, BMW 435d xDrive Gran Coupe, BMW 520d, BMW 520d Touring, BMW 520d xDrive, BMW 525d, BMW 525d xDrive, BMW 525d xDrive Touring, BMW 530d xDrive,  BMW 535d, BMW 640d xDrive Gran Coupe, BMW 730d, BMW 730d xDrive, BMW 730Ld, BMW 740d, BMW 740d xDrive, BMW Gran Turismo 20d, BMW Gran Turismo 30d, BMW Gran Turismo 30d xDrive, BMW Gran Turismo EfficientDynamics Edition, BMW X3 xDrive20d,BMW X3 xDrive30d, BMW X3 xDrive35d, BMW X4 xDrive20d, BMW X4 xDrive30d, BMW X5 xDrive30d, BMW X5 xDrive40d, BMW X6 xDrive30d,BMW X6 xDrive40d",2011-04-07 ~ 2016-10-24,2019-06-28 ~,"3,535 대",원동기(엔진),"배기가스재순환장치 냉각기 냉각수 누설로 엔진 출력 제한이 올 수 있으며, 엔진경고등이 점들될 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
BMW 120d: 2013.03.09~2013.11.26
BMW 220d Coupe: 2014.01.03~2014.05.05
BMW 220d Coupe: 2015.01.15
BMW 320d: 2013.03.07~2015.04.24
BMW 320d: 2015.07.06~2016.07.28
BMW 320d EfficientDynamics Edition: 2011.11.11~2015.03.30
BMW 320d EfficientDynamics Edition: 2015.07.09~2016.07.28
BMW 320d Gran Turismo: 2013.03.26~2015.04.13
BMW 320d Gran Turismo: 2016.07.14~2016.07.21
BMW 320d Gran Turismo: 2015.07.02~2016.06.02
BMW 320d Touring: 2013.11.18~2015.02.23
BMW 320d Touring: 2015.07.21~2016.06.13
BMW 320d xDrive: 2015.07.27~2016.03.30
BMW 320d xDrive Gran Turismo: 2013.08.07~2015.03.31
BMW 320d xDrive Gran Turismo: 2016.07.27~2016.07.28
BMW 320d xDrive Gran Turismo: 2015.07.30~2016.06.17
BMW 325d: 2013.07.11~2014.07.28
BMW 420d Coupe: 2013.06.27~2015.01.28
BMW 420d Coupe: 2015.03.30~2016.06.09
BMW 420d Gran Coupe: 2014.05.06~2015.02.18
BMW 420d Gran Coupe: 2015.03.02~2016.06.24
BMW 420d xDrive Coupe: 2014.02.14~2015.01.27
BMW 420d xDrive Coupe: 2015.06.23~2016.06.22
BMW 420d xDrive Gran Coupe: 2014.03.21~2015.02.28
BMW 420d xDrive Gran Coupe: 2015.03.30~2016.06.23
BMW 435d xDrive Gran Coupe: 2014.07.22~2015.04.09
BMW 520d: 2013.06.14~2014.06.27
BMW 520d: 2014.07.08~2016.07.11
BMW 520d: 2011.09.02~2013.05.08
BMW 520d Touring: 2013.06.17
BMW 520d Touring: 2012.10.01
BMW 520d xDrive: 2013.07.10~2014.06.27
BMW 520d xDrive: 2014.07.08~2016.06.28
BMW 525d: 2012.07.03~2013.02.04
BMW 525d xDrive: 2014.02.27
BMW 525d xDrive: 2012.03.16~2013.03.13
BMW 525d xDrive Touring: 2012.04.20~2012.05.16
BMW 530d xDrive: 2013.07.22~2015.03.25
BMW 535d: 2013.07.25~2013.09.03
BMW 535d: 2012.02.07~2013.06.18
BMW 640d xDrive Gran Coupe: 2013.03.14~2015.02.25
BMW 640d xDrive Gran Coupe: 2015.03.13~2015.04.23
BMW 730d: 2012.07.05~2013.02.12
BMW 730d xDrive: 2013.03.04~2015.02.23
BMW 730Ld: 2012.07.02~2015.01.13
BMW 740d: 2013.02.28~2013.03.15
BMW 740d xDrive: 2012.03.21~2015.03.26
BMW Gran Turismo 20d: 2012.07.03~2013.06.12
BMW Gran Turismo 30d: 2013.10.01~2014.10.17
BMW Gran Turismo 30d: 2012.07.09~2013.03.06
BMW Gran Turismo 30d xDrive: 2013.07.15~2015.03.24
BMW Gran Turismo 30d xDrive: 2012.06.29~2013.06.25
BMW Gran Turismo EfficientDynamics Edition: 2013.07.19~2015.04.20
BMW X3 xDrive20d: 2014.04.15~2016.10.24
BMW X3 xDrive30d: 2011.04.07~2015.05.23
BMW X3 xDrive35d: 2012.05.04~2012.09.26
BMW X4 xDrive20d: 2014.05.27~2016.09.15
BMW X4 xDrive30d: 2014.06.14~2015.05.19
BMW X5 xDrive30d: 2013.07.24~2015.06.14
BMW X5 xDrive40d: 2014.01.21~2015.06.10
BMW X6 xDrive30d: 2014.07.17~2015.06.16
BMW X6 xDrive40d: 2014.11.26~2015.06.08",흡기다기관 교체,비엠더블유 대표번호 080-269-5181
1231,437,비엠더블유,이륜차 S1000RR - 엔진 오일 냉각 시스템 관련 리콜,3193,O,비엠더블유코리아(주),S1000RR,S1000RR,2019-02-19 ~ 2019-03-13,2019-06-25 ~,3 대,원동기(엔진),부품 제작상 오류로 오일 냉각기 호스 클램프가 부분적으로 올바르게 압축되지 않아 엔진 오일 호스의 연결부가 느슨해져 오일이 누유되어 엔진 경고등이 점등되고 극히 드문 경우 시동 꺼짐 및 시동 불량 등이 발생될 수 있는 가능성예 따른 리콜,엔진 오일 냉각기를 교환,비엠더블유 대표번호 080-269-5005
1232,437,비엠더블유,BMW X7 M50d 등 3차종 - 헤드에어백 관련 리콜,3269,O,비엠더블유코리아(주),"BMW X7 M50d, BMW X7 xDrive40i, BMW X7 xDrive30d","BMW X7 M50d, BMW X7 xDrive40i, BMW X7 xDrive30d",2018-12-15 ~ 2019-04-02,2019-06-21 ~,21 대,승차 및 실내장치,"차량 생산과정에서의 헤드에어백 장착 오류로 인하여 에어백 장착 상태가 정상적인 위치가 아닌 꼬인 상태로 장착되어 헤드에어백 전개 시 정확하게 전개되지 않을 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
BMW X7 M50d: 2018.12.15~2019.03.30
BMW X7 xDrive40i: 2019.04.02
BMW X7 xDrive30d: 2018.12.21~2019.04.02",에어백 장착상태를 점검하고 필요 시 헤드에어백을 교체,비엠더블유 대표번호 080-269-5181
1233,440,기아,니로 - 스마트 크루즈 컨트롤 레이더 관련 리콜,3161,O,기아 주식회사,니로(DE),니로(DE),2019-03-04 ~ 2019-04-30,2019-06-14 ~ 2020-12-13,"2,498 대",전기장치,스마트 크루즈 컨트롤 작동 시 특정 주행 도로의 곡률 정보 처리 기능 용량 초과로 소프트웨어 오류 발생하여 크루즈 컨트롤 기능 해제 되지 않아 스마트 크루즈 가감속 제어 및 차간 거리 유지가 되지 않을 수 있는 가능성에 따른 리콜,스마트 크루즈 컨트롤 레이더 소프트웨어 업데이트,기아자동차 대표번호 080-200-2000
1234,441,현대,G90 등 2차종 - 스마트 크루즈 컨트롤 레이더 관련 리콜,3160,O,현대자동차(주),"G90(HI PE), 아이오닉(AE HEV)","G90(HI PE), 아이오닉(AE HEV)",2018-10-31 ~ 2019-05-14,2019-06-14 ~,"11,225 대",전기장치,"스마트 크루즈 컨트롤 작동 시 특정 주행 도로의 코너 곡률 정보 처리 기능 용량 초과로 소프트웨어 오류가 발생하여 크루즈 컨트롤 기능이 해제되지 않아 스마트 크루즈 가감속 제어 및 차간 거리가 유지 되지 않는 현상이 발생할 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
G90(HI PE): 2018.10.31~2019.05.14
아이오닉(AE HEV): 2019.01.16 ~2019.05.07",스마트 크루즈 컨트롤 레이더 소프트웨어 업데이트,현대자동차 대표번호 080-600-6000 / 예약센터 1899-0600
1235,441,벤츠코리아,C 200 Cabriolet - 터보차저 오일 리턴 라인과 크랭크 케이스 환기 라인 관련 리콜,3157,O,메르세데스벤츠코리아(주),C 200 Cabriolet,C 200 Cabriolet,2018-12-10 ~ 2019-01-03,2019-06-12 ~,8 대,원동기(엔진),"부품 배송 상의 오류로 부품이 조립 라인에 잘못 공급되어, 4기통 엔진(M264)을 갖춘 특정 C-Class (205 플랫폼) 차량의 터보차저 오일 리턴 라인과 크랭크 케이스 환기라인의 볼트가 뒤바뀌어 조립되었을 수 있고, 터보차저 오일 리턴 라인에 잘못 설치된 긴 볼트는 나사 연결부를 꽉 조여주지 못해 누유를 발생시킬 수 있는 가능성이 발견됨에 따른 리콜",터보차저 오일 리턴 라인과 크랭크 케이스 환기 라인에 장착된 볼트 교체,벤츠코리아 고객센터 080-001-1886
1236,441,벤츠,C 200 KOMPRESSOR 등 4차종 - 에어백 관련 리콜,3156,O,메르세데스벤츠코리아(주),C 200 KOMPRESSOR,C 200 KOMPRESSOR,2008-01-08 ~ 2009-04-24,2019-06-12 ~,"3,204 대",승차 및 실내장치,"차량이 장시간 높은 절대 습도에 노출 된 경우 특정 차량에 장착된 운전석 및 동반석 에어백에서 에어백 인플레이터 하우징이 과도한 내부 압력으로 인해 전개 시 파열될 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
C 200 KOMPRESSOR: 2008.01.08~2009.04.24
C 220 CDI: 2008.01.08~2009.01.12
C 230: 2008.01.14~2009.04.24
C 63 AMG: 2008.03.07~2009.02.26",개선된 운전석 및 동반석 에어백으로 교체,벤츠코리아 대표번호 080-001-1886
1237,441,기아,스포티지 - 조향장치 관련 리콜,3159,O,기아 주식회사,스포티지(QL),스포티지(QL),2019-05-09 ~ 2019-05-10,2019-06-10 ~,31 대,조향장치,주행 중 하부에 충격이 있을 경우 타이어의 진행 방향을 조정하는 조향장치(타이로드엔드)에 이상이 있을 수 있는 가능성에 따른 리콜,타이로드엔드 점검 후 필요 시 타이로드엔드 교환 및 휠얼라인먼트 작업,기아자동차 고객센터 080-200-2000
1238,441,현대,투싼 - 타이로드엔드 관련 리콜,3158,O,현대자동차(주),투싼(TL),투싼(TL),2019-05-09 ~ 2019-05-20,2019-06-10 ~,92 대,조향장치,"주행 중 하부에 충격이 있을 경우, 타이로드엔드의 타이어 연결부가 이탈되어 조향이 되지 않을 가능성에 따른 리콜",타이로드엔드 점검 후 필요 시 타이로드엔드 교환 및 휠얼라이먼트 작업,현대자동차 대표번호 080-600-6000 / 예약센터 1899-0600
1239,442,비엠더블유,BMW 120d 등 42차종 - 배기가스재순환장치 냉각기 관련 리콜,3152,O,비엠더블유코리아(주),"BMW 120d, BMW 220d Coupe, BMW 320d, BMW 320d EfficientDynamics Edition, BMW 320d Gran Turismo, BMW 320d Touring, BMW 320d xDrive, BMW 320d xDrive Gran Turismo, BMW 325d, BMW 420d Coupe, BMW 420d Gran Coupe, BMW 420d xDrive Coupe, BMW 420d xDrive Gran Coup","BMW 120d, BMW 220d Coupe, BMW 320d, BMW 320d EfficientDynamics Edition, BMW 320d Gran Turismo, BMW 320d Touring, BMW 320d xDrive, BMW 320d xDrive Gran Turismo, BMW 325d, BMW 420d Coupe, BMW 420d Gran Coupe, BMW 420d xDrive Coupe, BMW 420d xDrive Gran CoupeBMW 435d xDrive Gran Coupe, BMW 520d, BMW 520d Touring, BMW 520d xDrive, BMW 525d, BMW 525d xDrive, BMW 525d xDrive Touring, BMW 530d xDrive, BMW 535d, BMW 640d xDrive Gran Coupe, BMW 730d, BMW 730d xDrive, BMW 730Ld, BMW 740d, BMW 740d xDrive, BMW Gran Turismo 20d, BMW Gran Turismo 30d, BMW Gran Turismo 30d xDrive, BMW Gran Turismo EfficientDynamics Edition, BMW X1 xDrive25d, BMW X3 xDrive20d, BMW X3 xDrive30d, BMW X3 xDrive35d, BMW X4 xDrive20d, BMW X4 xDrive30d, BMW X5 xDrive30d, BMW X5 xDrive40d, BMW X6 xDrive30d, BMW X6 xDrive40d",2011-04-01 ~ 2016-11-04,2019-05-31 ~,"22,118 대",원동기(엔진),"배기가스재순환장치 냉각기 냉각수 누설로 엔진 출력에 제한이 올 수 있으며, 엔진경고등이 점등될 가능성이 발견됨에 따른 리콜
<*대상차량별 생산일자>
BMW 120d: 2015.03.16
BMW 120d: 2013.03.15~2014.11.22
BMW 220d Coupe: 2014.01.04~2014.04.07
BMW 220d Coupe: 2014.10.16~2015.02.24
BMW 320d: 2013.02.28~2015.04.27
BMW 320d: 2015.07.03~2016.07.29
BMW 320d EfficientDynamics Edition: 2011.11.08~2015.04.29
BMW 320d EfficientDynamics Edition: 2015.07.09~2016.07.28
BMW 320d Gran Turismo: 2013.03.26~2015.04.13
BMW 320d Gran Turismo: 2016.07.11~2016.07.21
BMW 320d Gran Turismo: 2015.07.01~2016.06.24
BMW 320d Touring: 2013.03.08~2015.02.23
BMW 320d Touring: 2015.07.21~2016.06.13
BMW 320d xDrive: 2015.07.25~2016.07.25
BMW 320d xDrive Gran Turismo: 2013.07.03~2015.04.23
BMW 320d xDrive Gran Turismo: 2016.07.27~2016.07.28
BMW 320d xDrive Gran Turismo: 2015.07.17~2016.06.27
BMW 325d: 2013.07.11~2014.12.16
BMW 420d Coupe: 2013.06.27~2015.01.28
BMW 420d Coupe: 2015.03.04~2016.07.21
BMW 420d Gran Coupe: 2014.04.28~2015.02.20
BMW 420d Gran Coupe: 2015.03.02~2016.07.26
BMW 420d xDrive Coupe: 2014.01.22~2014.12.15
BMW 420d xDrive Coupe: 2015.03.17~2016.07.26
BMW 420d xDrive Gran Coupe: 2014.03.14~2015.02.28
BMW 420d xDrive Gran Coupe: 2015.04.22~2016.07.12
BMW 435d xDrive Gran Coupe: 2014.07.21~2015.03.27
BMW 520d: 2013.07.05~2014.06.27
BMW 520d: 2014.07.07~2016.07.12
BMW 520d: 2011.08.31~2013.05.16
BMW 520d Touring: 2013.06.20~2014.04.30
BMW 520d Touring: 2012.10.01~2013.05.03
BMW 520d xDrive: 2013.06.13~2014.06.30
BMW 520d xDrive: 2014.06.13~2016.07.06
BMW 525d: 2013.08.23~2014.01.30
BMW 525d: 2012.07.02~2013.02.05
BMW 525d xDrive: 2013.06.18~2014.04.17
BMW 525d xDrive: 2012.03.14~2013.03.14
BMW 525d xDrive Touring: 2012.03.12~2013.04.22
BMW 530d xDrive:  2013.07.08~2015.04.23
BMW 535d: 2013.09.03~2013.10.12
BMW 535d: 2011.08.31~2013.03.27
BMW 640d xDrive Gran Coupe: 2013.02.22~2015.02.25
BMW 640d xDrive Gran Coupe: 2015.02.28~2015.04.24
BMW 730d: 2012.07.03~2013.03.26
BMW 730d xDrive: 2013.02.28~2015.03.10
BMW 730Ld: 2012.07.02~2015.01.27
BMW 740d: 2012.11.19~2013.03.18
BMW 740d xDrive: 2012.07.06~2015.03.27
BMW Gran Turismo 20d: 2012.06.29~2013.06.26
BMW Gran Turismo 30d: 2013.07.17~2014.10.06
BMW Gran Turismo 30d: 2012.06.29~2013.04.26
BMW Gran Turismo 30d xDrive: 2013.07.15~2015.04.24
BMW Gran Turismo 30d xDrive: 2012.07.03~2013.06.27
BMW Gran Turismo EfficientDynamics Edition: 2013.07.15~2015.04.24
BMW X1 xDrive25d: 2012.09.17
BMW X3 xDrive20d: 2014.04.16~2016.11.04
BMW X3 xDrive30d: 2011.04.01~2015.04.27
BMW X3 xDrive35d: 2012.01.18~2013.02.21
BMW X4 xDrive20d: 2014.05.27~2016.09.13
BMW X4 xDrive30d: 2014.04.08~2015.05.27
BMW X5 xDrive30d: 2013.07.22~2015.06.16
BMW X5 xDrive40d: 2014.01.15~2015.06.17
BMW X6 xDrive30d: 2014.07.14~2015.06.16
BMW X6 xDrive40d: 2014.12.07~2015.06.14",흡기다기관 교체,비엠더블유 대표번호 080-269-5181
1240,444,벤츠코리아,AMG E 53 4MATIC+ Coupe 등 2차종 - 퓨즈박스 배선장치 관련 리콜,3126,O,메르세데스벤츠코리아(주),"AMG E 53 4MATIC+ Coupe, AMG E 53 4MATIC+ Cabriolet","AMG E 53 4MATIC+ Coupe, AMG E 53 4MATIC+ Cabriolet",2018-05-02 ~ 2018-05-12,2019-05-24 ~,2 대,전기장치,"공급 업체의 생산 공정 과정에서, 퓨즈박스로 연결되는 와이어링 하니스의 특정 연결부에 너트가 누락되어 볼트가 제대로 고정되지 않아 연결 부위에 전기 저항이 증가하게 되면 엔진의 시동꺼짐 현상이 발생할 수 있고 화재의 위험 또한 증가할 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
AMG E 53 4MATIC+ Coupe: 2018.05.12
AMG E 53 4MATIC+ Cabriolet: 2018.05.02",와이어링 하니스와 퓨즈박스 연결부 확인 및 필요 시 재작업,벤츠코리아 대표번호 080-001-1886
1241,444,벤츠코리아,A 220 등 2차종 - 브레이크 페달 관련 리콜,3124,O,메르세데스벤츠코리아(주),"A 220, A 250","A 220, A 250",2018-11-24 ~ 2018-12-18,2019-05-24 ~,2 대,제동장치,"공급 업체의 생산 편차로 인해, 용접 로봇 교정 작업 중에 생산된 폐기 부품이 생산망에 유입되었을 수 있음에 따른 리콜
<*대상차량별 생산일자>
A 220: 2018.12.18
A 250: 2018.11.24","브레이크 페달 확인 후, 필요 시 교체",벤츠코리아 대표번호 080-001-1886
1242,444,벤츠코리아,AMG GT 43 4MATIC 등 3차종 - PRE-SAFE 레이더 센서 관련 리콜,3123,O,메르세데스벤츠코리아(주),"AMG GT 43 4MATIC, AMG GT 53 4MATIC, AMG GT 450 4MATIC","AMG GT 43 4MATIC, AMG GT 53 4MATIC, AMG GT 450 4MATIC",2018-08-06 ~ 2018-12-14,2019-05-24 ~,7 대,전기장치,"PRE-SAFE Impulse Side 기능의 측면 레이더 센서 코딩에 프로그램 오류가 발견됨에 따른 리콜
<*대상차량별 생산일자>
AMG GT 43 4MATIC: 2018.08.06~2018.12.14
AMG GT 53 4MATIC: 2018.10.19~2018.11.16
AMG GT 450 4MATIC: 2018.12.14",PRE-SAFE Impulse Side 기능의 레이더 센서 소프트웨어 업데이트(코딩 교정),벤츠코리아 대표번호 080-001-1886
1243,444,비엠더블유,BMW i3 94ah LCI - EME 관련 리콜,3122,O,비엠더블유코리아(주),BMW i3 94ah LCI,BMW i3 94ah LCI,2018-01-13 ~ 2018-01-27,2019-05-24 ~,12 대,원동기(엔진),"해당 장치의 회로 기판의 생산불량(세척 과정에서 불순물 제거가 되지 않음)으로 인하여, 회로 기판 단자 간 접촉 저항이 증가하게 되면 시스템에서 고장으로 인식하게 될 수 있는 가능성에 따른 리콜","정상적으로 생산된 EME(Electric Motor Electronic, 고전압 배터리와 전기 모터를 제어하는 장치)로 교체",비엠더블유 080-269-5181
1244,445,볼보코리아,XC90 - 냉각호스 관련 리콜,3116,O,(주)볼보자동차코리아,XC90,XC90,2014-08-27 ~ 2016-04-24,2019-05-20 ~,22 대,원동기(엔진),16년식 2세대 XC90에 장착된 폴리아미드 소재로 이루어진 냉각수 블리더 호스는 열과 습도로 인해 시간이 경과함에 따라 성능이 저하되고 균열이 발생할 수 있는 가능성에 따른 리콜,내열성이 더 뛰어난 폴리페닐렌 설파이드 소재로 만든 새로운 냉각수 블리더 호스로 교체,볼보코리아 대표번호 02-1588-1777
1245,446,현대,벨로스터 - ECU 관련 리콜,3072,O,현대자동차(주),벨로스터(FS),벨로스터(FS),2011-11-07 ~ 2013-10-21,2019-05-13 ~,"3,135 대",원동기(엔진),터보 엔진 ECU상에 조기 연소 저감 프로그램이 적용되지 않아 정상 점화 시기 이전 조기 연소 연소 발생 가능성에 따른 리콜,개선 적용된 ECU 프로그램(로직) 업데이트,현대자동차 고객센터 080-600-6000 / 예약센터 1899-0600
1246,446,볼보트럭,FH 트랙터 등 5차종 - 브레이크 캘리퍼 관련 리콜,3099,O,볼보트럭코리아(주),"FH 트랙터, FH 카고, FM 트랙터, FM 카고, FE 카고","FH 트랙터, FH 카고, FM 트랙터, FM 카고, FE 카고",2018-07-06 ~ 2018-11-27,2019-05-10 ~,182 대,제동장치,"브레이크 캘리퍼 내부에 장착된 자동 간극조정기어 기능 불량으로 인한 주차 브레이크 또는 풋 브레이크 성능 저하가 발생할 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
FH 트랙터: 2018.07.06~2018.08.17
FH 카고: 2018.07.10~2018.11.27
FM 트랙터: 2018.08.20
FM 카고: 2018.07.11~2018.10.18
FE 카고: 2018.08.22~2018.08.29",브레이크 캘리퍼 점검 후 필요 시 신품 교체,볼보트럭 대표번호 080-038-1000
1247,447,르노자동차,SM6 - 커튼 에어백의 인플레이터 관련 리콜,3092,O,르노코리아(주),SM6,SM6,2016-09-20 ~ 2016-11-29,2019-04-30 ~,"5,157 대",승차 및 실내장치,"커튼 에어백 인플레이터 내부 기폭장치(MGG:MicroGasGenerator)의 초기 점화를 위한 점화제가 배합 설비의 프로그램 오설정으로 인하여 원소재 배함이 잘못되어 기폭장치가 정상 작동하지 않을 수 있는 가능성이 확인됨에 따른 리콜
<*대상차량별 생산일자>
SM6 2.0 GDe: 2016.09.20~2016.11.16
SM6 1.6 TCe: 2016.09.20~2016.11.16
SM6 2.0 LPe: 2016.11.22~2016.11.29
SM6 1.5 dCi: 2016.11.22~2016.11.29",정상 제조된 신품으로 (커튼 에어백) 교환,르노삼성 고객센터 080-300-3000
