id,page_no,maker,title,recall_id,ctype,maker_detail,car_name,car_name_full,생산기간,시정기간,대상수량,장치분류,결함내용,시정방법,기타문의
246,42,벤츠,S 450 d 4MATIC 등 8차종 - 퓨즈 박스 관련 리콜,5716,O,메르세데스벤츠코리아(주),"S 450 d 4MATIC, S 400 d 4MATIC, S 450 4MATIC, S 500 4MATIC, Mercedes-AMG SL 63 4MATIC+, GLC 300 4MATIC, Mercedes-AMG EQE 53 4MATIC, Mercedes-AMG EQS 53 4MATIC","S 450 d 4MATIC, S 400 d 4MATIC, S 450 4MATIC, S 500 4MATIC, Mercedes-AMG SL 63 4MATIC+, GLC 300 4MATIC, Mercedes-AMG EQE 53 4MATIC, Mercedes-AMG EQS 53 4MATIC",2023-02-13 ~ 2023-10-06,2025-06-05 ~,85 대,전기장치 기타,"서비스센터의 리콜 작업 시 사양에 맞지 않은 퓨즈 박스로 교체되었을 수 있음. 이런 경우 퓨즈와 연결된 시스템이 작동하지 않을 수 있어 차량이 사전 경고 없이 추진력을 잃을 수 있으며, 또한 계기반 또는 탑승자안전시스템(restraint functions)이 손상될 수 있어 충돌 및 부상의 위험이 증가할 수 있고, 화재의 위험을 배제할 수 없음에 따른 리콜
<대상차량별 생산일자>
S 450 d 4MATIC: 2023.07.20
S 400 d 4MATIC: 2023.02.15~2023.02.17
S 450 4MATIC: 2023.02.13~2023.04.24
S 500 4MATIC: 2023.04.26~2023.07.07
Mercedes-AMG SL 63 4MATIC+: 2023.05.31
GLC 300 4MATIC: 2023.06.13~2023.10.06
Mercedes-AMG EQE 53 4MATIC: 2023.03.29~2023.05.26
Mercedes-AMG EQS 53 4MATIC: 2023.03.02~2023.04.11",개선된 퓨즈 박스로 교체,벤츠코리아 대표번호 080-001-1886
247,42,기아,셀토스 등 2차종 - 고압 파이프 관련 리콜,5709,O,기아 주식회사,"셀토스 (SP2), 스포티지 (NQ5)","셀토스 (SP2), 스포티지 (NQ5)",2024-10-16 ~ 2024-12-30,2025-05-28 ~,"12,949 대",내연기관(엔진) 기타,"감마 1.6 T-GDI 엔진이 장착된 일부 차량에서 고압 파이프 제조 불량으로 인해 연결부 기밀성이 저하되어 연료가 누유되는 경우 차량 화재 발생 가능성에 따른 리콜
<대상차량별 생산일자>
셀토스(SP2): 2024.10.21~2024.12.30
스포티지(NQ5): 2024.10.16~2024.12.30","개선된 고압 파이프 및 관련 부품 (고압 펌프펌프, 연료 레일 등등) 교환",기아자동차 대표번호 080-200-2000
248,43,현대,일렉시티 수소전기버스 - 수소 배출구 보호마개 관련 리콜,5708,O,현대자동차(주),일렉시티(CY) 수소전기버스,일렉시티(CY) 수소전기버스,2019-05-15 ~ 2025-03-24,2025-05-22 ~,"1,390 대",연료장치 기타,수소 배출구 보호마개 기밀 설계 미흡으로 수소 배출구 보호마개를 통한 수분유입 및 빙결 발생되어 중압 배관에 과압이 발생함에도 수소가 배출되지 못할 시 중압 배관 연결부가 이탈되어 수소가 누출될 수 있는 가능성에 따른 리콜,"수소 배출구 보호마개 개선품(1개소) 교환 및 소프트웨어 업데이트
(25.2.10에 시행한 공개무상수리를 통해 이미 소프트웨어 업데이트 받으신 경우 수소 배출구 보호마개 개선품 교환 조치만 실시)",현대자동차 대표번호 080-600-6000
249,43,비엠더블유,BMW 320i 등 11차종 - 48V 스타터 발전기 관련 리콜,5703,O,비엠더블유코리아(주),"BMW 320i, BMW 320i Touring, BMW 420i Convertible, BMW 420i Coupe, BMW 420i Gran Coupe, BMW 520i, BMW 523d, BMW 523d xDrive, BMW 530i xDrive, BMW X3 20 xDrive, BMW X3 20d xDrive","BMW 320i, BMW 320i Touring, BMW 420i Convertible, BMW 420i Coupe, BMW 420i Gran Coupe, BMW 520i, BMW 523d, BMW 523d xDrive, BMW 530i xDrive, BMW X3 20 xDrive, BMW X3 20d xDrive",2023-09-01 ~ 2025-02-20,2025-05-16 ~,"2,213 대",전기장치 기타,"차량 생산과정에서 48V 스타터 발전기와 배터리의 양극 케이블 연결부의 슬리브가 부정확한 압력으로 장착되었을 수 있으며, 이런 경우 48V 스타터 발전기와 배터리의 연결성이 저하되어 배터리 충전이 되지 않거나 시동이 꺼질 수 있으며, 48V 스타터 발전기와 배터리 양극 케이블 연결부에 접촉 저항이 증가하여 화재가 발생할 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
BMW 320i: 2024.06.28~2025.01.31
BMW 320i Touring: 2024.08.02~2025.01.20
BMW 420i Convertible: 2024.10.10~2025.01.22
BMW 420i Coupe: 2024.10.30~2025.01.20
BMW 420i Gran Coupe: 2024.11.04~2025.01.27
BMW 520i: 2023.09.01~2025.01.29
BMW 523d: 2024.10.17~2025.01.22
BMW 523d xDrive: 2024.10.18~2025.01.27
BMW 530i xDrive: 2023.12.12~2025.01.29
BMW X3 20 xDrive: 2024.09.13~2025.02.20
BMW X3 20d xDrive: 2024.12.02~2025.02.18",정상적으로 생산된 48V 스타터 발전기로 교체하고 필요 시 배터리 양극 케이블 교체하거나 수리함,비엠더블유 대표번호 080-269-5181
250,43,비엠더블유,BMW X3 20 xDrive 등 2차종 - 48V 스타터 발전기 관련 리콜,5702,O,비엠더블유코리아(주),"BMW X3 20 xDrive, BMW X3 20d xDrive","BMW X3 20 xDrive, BMW X3 20d xDrive",2024-08-22 ~ 2024-12-11,2025-05-16 ~,25 대,전기장치 기타,"차량 생산과정에서 48V 스타터 발전기와 배터리 양극 케이블 연결 볼트가 규정된 토크로 체결되지 않아 48V 스타터 발전기와 양극 케이블 연결부의 접촉 저항이 증가할 수 있으며, 이런 경우 48V 스타터 발전기와 배터리 양극 케이블 연결부에 국소 과열이 발생하여 차량 주행 중 엔진이 꺼지거나 화재가 발생할 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
BMW X3 20 xDrive: 2024.08.22~2024.12.11
BMW X3 20d xDrive: 2024.09.03~2024.11.11","48V 스타터 발전기 볼트 연결부의 체결 상태를 점검하고, 규정 토크로 체결되어 있지 않을 경우 규정 토크로 체결함. 만약 배선 연결부에 그을음이 있을 경우 48V 스타터 발전기 및 배터리 양극 케이블을 교체함",비엠더블유 대표번호 080-269-5181
251,43,비엠더블유,MINI Cooper SE - 고전압배터리 하우징 리콜 고객통지문,5700,O,비엠더블유코리아(주),MINI Cooper SE,MINI Cooper SE,2021-12-21 ~ 2021-12-21,2025-05-16 ~,1 대,연료장치 기타,"고전압 배터리 하우징의 밀봉(Sealing)이 불충분하게 되었을 수 있으며, 이로 인해 고전압 배터리 하우징을 통해 고전압 배터리에 물이 유입되어 고전압 배터리가 손상될 경우 체크 컨트롤 메시지(""계속 주행 가능, 고압시스템, 후속 손상을 방지하기 위해 가까운 서비스센터에 점검을 의뢰하십시오"")가 표시되고, 고전압이 차단되어 차량이 멈출 수 있으며, 배터리가 단락되었을 경우 화재가 발생할 수 있는 가능성에 따른 리콜",고전압 배터리 상태 및 고전압 배터리 하우징의 밀봉상태를 점검하고 밀봉이 제대로 되지 않았을 경우 고전압 배터리 관련 구성품을 교체함,비엠더블유 대표번호 080-269-5181
252,44,벤츠,E 220 d 4MATIC 등 4차종 - 48V 접지 연결 볼트 관련 리콜,5696,O,메르세데스벤츠코리아(주),"E 220 d 4MATIC, E 300 4MATIC, E 200, E 450 4MATIC","E 220 d 4MATIC, E 300 4MATIC, E 200, E 450 4MATIC",2024-02-08 ~ 2024-05-22,2025-05-09 ~,33 대,전기장치 기타,"생산 공정 오류로 인해 48V 접지선의 연결 볼트가 정확히 고정되지 않았을 수 있으며, 이러한 경우 접지선의 연결 단자와 볼트의 닿는 면적이 줄어들어 전기 저항이 증가할 수 있음. 이로 인해 높은 전류가 흐를 경우 48V의 접지선 연결 부위에 온도가 상승하여 화재의 위험을 완전히 배제할 수 없음이 확인됨에 따른 리콜
<대상차량별 생산일자>
E 220 d 4MATIC: 2024.02.08~2024.02.27
E 300 4MATIC: 2024.02.23~2024.05.08
E 200: 2024.03.20~2024.05.22
E 450 4MATIC: 2024.02.21~2024.04.11",48V 접지 연결 볼트 점검 및 필요 시 재작업,벤츠코리아 대표번호 080-001-1886
253,44,벤츠,AMG S 63 E Performance 등 2차종 - 고전압 시동 발전기 관련 리콜,5695,O,메르세데스벤츠코리아(주),"AMG S 63 E Performance, AMG GT 63 S E Performance","AMG S 63 E Performance, AMG GT 63 S E Performance",2022-11-04 ~ 2024-01-31,2025-05-09 ~,4 대,전기장치 기타,"고전압 시동 발전기의 소프트웨어 오류로 인하여 고전압 시동 발전기 컨트롤 유닛의 처리 장치(processor)에서 과부화가 발생될 수 있으며, 이런 경우 고전압 시동 발전기 기능이 정상적으로 작동되지 않을 수 있어 엔진 시동이 걸리지 않거나 주행 중 추진력이 손신될 수 있으며, 이로 인해 사고 위험이 증가할 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
AMG S 63 E Performance: 2022.11.04~2024.01.31
AMG GT 63 S E Performance: 2023.04.25",개선된 고전압 시동 발전기 소프트웨어로 업데이트,벤츠코리아 대표번호 080-001-1886
254,44,비엠더블유,BMW i5 xDrive40 - 통합제동장치 관련 리콜,5694,O,비엠더블유코리아(주),BMW i5 xDrive40,BMW i5 xDrive40,2024-04-16 ~ 2024-04-16,2025-05-02 ~,1 대,제동장치 기타,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 수 있으며, 이런 경우 안전모드로 전환되어 제동 경고등 점등 및 중앙모니터에 체크 컨트롤 메시지가 표시되고, 상황에 따라 제동에 필요한 조작력을 더 높여야 할 수 잇으며 제동거리가 길어질 수 있음. 이와 동시에 ABS 및 차체 자세 제어(DSC) 기능이 작동하지 않을 수 있음이 확인됨에 따른 리콜",품질이 개선된 통합제동장치로 교체,비엠더블유 대표번호 080-269-5181
255,44,볼보,S90 등 8차종 - 사고기록장치(EDR) 관련 리콜,5691,O,(주)볼보자동차코리아,"S90, V90CC, S60, V60CC, XC60., XC90, XC40, C40","S90, V90CC, S60, V60CC, XC60., XC90, XC40, C40",2015-12-04 ~ 2024-12-07,2025-05-02 ~,"95,573 대",실내안전장치 기타,"사고기록장치의 소프트웨어 설정 오류로 인해 기록항목 중 일부 운행정보 기록시간이 국내기준(자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제56조의2)에 부합하지 않음이 확인되었으며, 이런 경우 복합 사고 등의 특정 조건에서 사고 발생 시 국내기준에 부합하도록 사고기록장치의 운행정보 기록을 수동으로 추출해야하며, 일부 운행 정보 기록시간이 올바르게 표시되지 않을 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
S90: 2016.05.11~2024.12.07
V90CC: 2016.12.15~2024.11.27
S60: 2019.05.17~2024.06.11
V60CC: 2018.11.15~2024.08.20
XC60: 2017.04.25~2024.11.27
XC90: 2015.12.04~2024.11.12
XC40: 2018.04.25~2024.10.08
C40: 2022.01.05~2023.12.19",개선된 소프트웨어 업데이트(OTA 기능 적용차량의 경우 OTA로 업데이트 예정),볼보자동차 대표번호 1588-1777
256,45,볼보,S90 등 8차종 - 사고기록장치(EDR) 관련 리콜,5531,O,(주)볼보자동차코리아,"S90, V90CC, S60, V60CC, XC60, XC90, XC40, C40","S90, V90CC, S60, V60CC, XC60, XC90, XC40, C40",2015-12-04 ~ 2024-12-07,2025-05-02 ~,"95,573 대",실내안전장치 기타,"사고기록장치 소프트웨어의 설정 오류로 인해 기록항목 중 일부 운행정보 기록시간이 국내기준(자동차 및 자동차부품의 성능과 기준에 관한 규칙 제56조의2)에 부합하지 않음이 확인되었으며, 이런 경우 복합 사고 등 특정 조건에서 사고 발생 시 국내기준에 부합하도록 사고기록장치의 운행정보 기록을 수동으로 추출해야하며, 일부 운행정보 기록시간이 올바르게 표시되지 않을 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
S90: 2016.05.11~2024.12.07
V90CC: 2016.12.15~2024.11.27
S60: 2019.05.17~2024.06.11
V60CC: 2018.11.15~2024.08.20
XC60: 2017.04.25~2024.11.27
XC90: 2015.12.04~2024.11.12
XC40: 2018.04.25~2024.10.08
C40: 2022.01.05~2023.12.19",개선된 소프트웨어 업데이트(OTA 기능 적용차량의 경우 OTA로 업데이트 예정),볼보자동차 대표번호 1588-1777
257,46,현대,GV70 등 3차종 - 에어백 제어장치(ACU) 관련 리콜,5682,O,현대자동차(주),"GV70(JK1 PE), GV70 Electrified(JK1 EV PE), 아이오닉9(ME1)","GV70(JK1 PE), GV70 Electrified(JK1 EV PE), 아이오닉9(ME1)",2024-12-16 ~ 2025-04-01,2025-04-24 ~,"10,234 대",전기장치 기타,"에어백 제어장치(ACU) 소프트웨어 설계 오류로 에어백 경고등 점등과 에어백이 미전개 될 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
GV70(JK1 PE): 2024.12.16~2025.03.27
GV70 Electrified(JK1 EV PE): 2024.12.31~2025.04.01
아이오닉9(ME1): 2024.12.26~2025.03.11",에어백 제어장치(ACU) 소프트웨어 업데이트 (점검 후 필요 시 ACU 교체),현대자동차 대표번호 080-600-6000 /  제네시스 대표번호 080-700-6000
258,47,비엠더블유,R 18 등 5차종 - 후진 보조장치 제어 유닛 관련 리콜,5674,O,비엠더블유코리아(주),"R 18, R 18 CLASSIC, R 18 B, R 18 TANSCONTINENTAL, R 18 ROCTANE","R 18, R 18 CLASSIC, R 18 B, R 18 TANSCONTINENTAL, R 18 ROCTANE",2020-06-17 ~ 2024-03-01,2025-04-21 ~,"1,124 대",기타장치 기타,"후진 보조장치 제어 유닛 제조 공장상의 부적합한 실링으로 습기가 내부로 침투할 수 있으며, 이런 경우 제어 유닛 내부의 접점이 부식될 수 있고 부식으로 인한 기능 고장 및 누설 전류로 인한 화재가 발생할 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
R 18: 2020.06.17~2022.09.20
R 18 CLASSIC: 2020.10.06~2023.05.17
R 18 B: 2021.05.28~2023.11.17
R 18 TANSCONTINENTAL: 2021.05.31~2023.11.13
R 18 ROCTANE: 2023.04.24~2024.03.01",와이어링 하니스에 추가 보호 릴레이 설치 및 소프트웨어 업데이트,비엠더블유 모토라드 대표번호 080-269-5005
259,47,벤츠,G 400 d - 엔진 컨트롤 유닛 관련 리콜,5684,O,메르세데스벤츠코리아(주),G 400 d,G 400 d,2020-05-18 ~ 2021-08-27,2025-04-17 ~,201 대,원동기(동력발생장치) 기타,"엔진 저부하 시 연료 레일의 과한 압력이 발생될 수 있으며, 이런 경우 계기반에 엔진 경고등이 점등될 수 있고, 차량이 림프-홈 모드로 전환됨이 확인됨에 따른 리콜",엔진 컨트롤 유닛 소프트웨어 업데이트,벤츠코리아 대표번호 080-001-1886
260,48,비엠더블유,BMW R 12 등 2차종 - 바디 도메인 컨트롤러의 소프트웨어 관련 리콜,5667,O,비엠더블유코리아(주),"BMW R 12, BMW R 12 nineT","BMW R 12, BMW R 12 nineT",2023-11-17 ~ 2024-08-13,2025-04-14 ~,10 대,원동기(동력발생장치) 기타,"바디 도메인 컨트롤러(BDC)의 소프트웨어 오류로 차량 시동 시, 촉매 가열 모드의 진입이 제한되어 엔진이 적정 온도에 도달하는 시간이 증가하고 그 시간만큼 배출가스가 증가할 수 있는 가능성에 따른 리콜
<대상차량별 생산일자는 상이할 수 있으므로,자세한 사항은 제작사 고객센터(080-269-5005)로 문의하여 주시기 바랍니다.>",오류가 수정된 최신 소프트웨어 버전 업데이트 진행,비엠더블유 모토라드 대표번호 080-269-5005
261,48,볼보,S90 등 3차종 - 고전원 배터리 관련 리콜,5665,O,(주)볼보자동차코리아,"S90, XC60, XC90","S90, XC60, XC90",2019-04-29 ~ 2021-11-29,2025-04-11 ~,"1,560 대",연료장치 기타,"구동축전지 공급업체의 공정중 발생된 불량으로 인해 모듈 내의 특정 배터리 셀에 단락이 발생할 위험이 있으며, 이런 경우 주차된 상태에서 충전기를 이용하여 충전 중 구동축전지가 완전히 충전되었을 떄 배터리 셀이 과열되어 화재가 발생할 수 있는 가능성에 따른 리콜 (결함시정 전까지 배터리를 충전하지 마십시오)
<대상차량별 생산일자>
S90: 2019.05.21~2021.05.25
XC60: 2019.09.25~2021.11.29
XC90: 2019.04.29~2021.11.29","구동축전지 모듈 내의 셀 편차를 식별하는 분석방법을 사용하여 대상 차량을 점검함.
잠재적인 문제점의 증거가 발견되지 않을 경우 해당 차량은 배터리 모니터링 소프트웨어 업그레이드를 진행하며, 문제점이 발견될 경우 소프트웨어 업그레이드 외에 구동축전지 내부 해당 모듈을 무상으로 교체함",볼보코리아 대표번호 1588-1777
262,49,벤츠,AMG GT 63 S E Performance 등 3차종 - 고전압 시동 발전기 관련 리콜,5662,O,메르세데스벤츠코리아(주),"AMG GT 63 S E Performance, AMG S 63 E Performance, AMG GT 63 S E Performance","AMG GT 63 S E Performance, AMG S 63 E Performance, AMG GT 63 S E Performance",2023-08-01 ~ 2024-11-07,2025-04-11 ~,141 대,전기장치 기타,"고전압 시동 발전기의 소프트웨어 오류로 인하여 고전압 시동 발전기 컨트롤 유닛의 처리 장치(precessor)에서 과부하가 발생될 수 있으며, 이런 경우 고전압 시동 발전기 기능이 정상적으로 작동되지 않을 수 있어 엔진 시동이 걸리지 않거나 주행 중 추진력이 손실될 수 있고, 이로 인해 사고 위험이 증가할 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
AMG GT 63 S E Performance: 2024.05.28
AMG S 63 E Performance: 2023.08.01~2024.11.07
AMG GT 63 S E Performance: 2024.08.28",개선된 고전압 시동 발전기 소프트웨어로 업데이트,벤츠코리아 대표번호 080-001-1886
263,49,벤츠,S 350 d 등 9차종 - 전방 브레이크 호스 관련 리콜,5661,O,메르세데스벤츠코리아(주),"S 350 d, S 400 d 4MATIC, S 450 4MATIC, S 500, S 500 4MATIC, S 580 e 4MATIC, S 580 4MATIC, Maybach S 580 4MATIC, Maybach S 680 4MATIC","S 350 d, S 400 d 4MATIC, S 450 4MATIC, S 500, S 500 4MATIC, S 580 e 4MATIC, S 580 4MATIC, Maybach S 580 4MATIC, Maybach S 680 4MATIC",2020-07-09 ~ 2022-03-23,2025-04-11 ~,"17,285 대",제동장치 기타,"전방 브레이크 호스 내구성이 사양에 맞지 않을 수 있어, 뜨겁고 습한 환경과 같은 기후적 요인으로 인해 시간이 지남에 따라 브레이크 호스에서 오일이 누출될 수 있으며, 이런 경우 전방 브레이크 성능이 저하될 수 있어 차량의 제동력이 감소하여 사고 위험이 증가할 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
S 350 d: 2020.07.15~2022.03.23
S 400 d 4MATIC: 2020.07.22~2022.03.23
S 450 4MATIC: 2021.02.12~2022.03.23
S 500: 2021.07.12
S 500 4MATIC: 2020.07.16~2022.03.22
S 580 e 4MATIC: 2022.02.01~2022.02.02
S 580 4MATIC: 2020.07.09~2022.03.23
Maybach S 580 4MATIC: 2020.07.24~2022.03.23
Maybach S 680 4MATIC: 2021.08.30~2022.03.21",개선된 브레이크 호스 교체,벤츠코리아 대표번호 032-209-2724
264,49,벤츠,S 500 4MATIC - 퓨즈 박스 관련 리콜,5660,O,메르세데스벤츠코리아(주),S 500 4MATIC,S 500 4MATIC,2023-10-24 ~ 2023-10-24,2025-04-11 ~,1 대,전기장치 기타,"공급 업체의 생산 공정 오류로 인하여 제작 과정에서 80A 퓨즈가 손상되었을 수 있고, 이로 인해 작동 중 퓨즈 연결이 끊어질 수 있으며, 손상된 부위로 인해 저항이 증가하게 되면 퓨즈와 연결된 시스템이 작동하지 않을 수 있어 차량이 사전 경고없이 추진력을 잃을 수 있음. 또한, 계기반 또는 탑승자 안전 시스템(restraint functions)이 손상될 수 있어 충돌 및 부상의 위험이 증가할 수 있고, 화재의 위험성을 배제할 수 없음이 확인됨에 따른 리콜",개선된 퓨즈 박스로 교체,벤츠코리아 대표번호 080-001-1886
265,49,비엠더블유,BMW 118d 등 5차종 - TAKATA 운전석 에어백 관련 리콜,5659,O,비엠더블유코리아(주),"BMW 118d, BMW X1 X20D A,, BMW X1 xDrive20d, BMW X1 xDrive18d, BMW 335i Convertible","BMW 118d, BMW X1 X20D A,, BMW X1 xDrive20d, BMW X1 xDrive18d, BMW 335i Convertible",2011-04-08 ~ 2014-07-22,2025-04-10 ~,6 대,실내안전장치 기타,"TAKATA 운전석 에어백 제작결함으로 운전석 에어백 인플레이터 내부의 압축가스 추진체에 변형이 올 수 있으며, 충돌 시 인플레이터가 비정상적으로 전개될 가능성이 있고 이런 경우 탑승자의 안전을 완벽하게 확보할 수 없음에 따른 리콜
<대상차량별 생산일자>
BMW 118d: 2011.04.08~2012.05.03
BMW 335i Convertible: 2011.07.27
BMW X1 X20D A: 2011.10.17
BMW X1 xDrive18d: 2014.07.22
BMW X1 xDrive20d: 2014.03.11",정상적으로 제조된 운전석 에어백으로 교체함,비엠더블유 대표번호 080-269-5181
266,50,비엠더블유,BMW 750e xDrive - 통합제동장치 관련 리콜,5658,O,비엠더블유코리아(주),BMW 750e xDrive,BMW 750e xDrive,2023-10-26 ~ 2023-10-26,2025-04-10 ~,1 대,제동장치 기타,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 수 있으며, 신호 장애가 발생하면 안전모드로 전환되어 제동 경고등 점등 및 중앙모니터에 체크 컨트롤 메시지가 표시되고 상황에 따라 제동이 필요한 조작력을 더 높여야 할 수 있으며, 제동거리가 길어질 수 있음. 이와 동시에 ABS 및 차체 자세 제어(DSC) 기능이 작동하지 않을 수 있는 가능성이 확인됨에 따른 리콜",품질이 개선된 통합제동장치로 교체함,비엠더블유 대표번호 080-269-5181
267,50,현대,아이오닉5 N - 제동장치-IEB / 전기장치-VCU 소프트웨어 관련 리콜,5619,O,현대자동차(주),아이오닉5 N (NE N),아이오닉5 N (NE N),2023-03-09 ~ 2024-09-25,2025-04-09 ~,668 대,제동장치 기타,양발운전모드(LFB) 로직 설계오류로 일부 작동조건에 따라 의도치 않게 제동거리의 증가가 발생하는 경우 안전 운행에 지장을 줄 수 있는 가능성에 따른 리콜,"관련 제어기(IEB, VCU) 소프트웨어 업데이트",현대자동차 대표번호 080-600-6000
268,51,비엠더블유,BMW i5 eDrive40 등 13차종 - BCP 컨트롤 유닛(전동식 에어컨 컴프레셔 제어장치) 관련 리콜,6050,O,비엠더블유코리아(주),"BMW i5 eDrive40, BMW i5 M60 xDrive, BMW i5 xDrive40, BMW i7 eDrive50, BMW i7 M70 xDrive, BMW i7 xDrive60, BMW iX M60, BMW iX xDrive40, BMW iX xDrive50, BMW iX1 xDrive30, BMW iX2 eDrive20, MINI Countryman E, MINI Countryman SE ALL4","BMW i5 eDrive40, BMW i5 M60 xDrive, BMW i5 xDrive40, BMW i7 eDrive50, BMW i7 M70 xDrive, BMW i7 xDrive60, BMW iX M60, BMW iX xDrive40, BMW iX xDrive50, BMW iX1 xDrive30, BMW iX2 eDrive20, MINI Countryman E, MINI Countryman SE ALL4",2020-10-19 ~ 2025-02-27,2026-02-04 ~,"9,914 대",전기장치 기타,"BCP 컨트롤 유닛(전동식 에어컨 컴프레셔 제어장치) 소프트웨어 설계 오류로 인해 일부 작동조건에서 전동식 에어컨 컴프레셔가 잘못 제어되어 고장이 발생할 수 있으며, 이로 인해 매우 드문 경우 차량이 정차 또는 주행 중 고전압 시스템 차단되며, 주행 중인 차량의 경우 서서히 정지될 수 있는 가능성이 확인됨에 따른 리콜 (운전자는 비정상적인 에어컨 컴프레셔 작동 소음이나 에어컨 작동 불량을 통해 고장을 알 수 있으며, 중앙 모니터에 체크 컨트롤 메시지가 표시될 수 있음.)
<대상차량별 생산일자>
BMW i5 eDrive40: 2022.07.29
BMW i5 eDrive40: 2023.06.29~2023.10.25
BMW i5 eDrive40: 2023.07.04~2023.10.17
BMW i5 eDrive40: 2023.10.31~2024.06.27
BMW i5 eDrive40: 2023.11.09~2024.02.23
BMW i5 eDrive40: 2024.06.28~2025.02.25
BMW i5 M60 xDrive: 2023.06.27~2024.06.27
BMW i5 M60 xDrive: 2024.07.05~2025.02.19
BMW i5 xDrive40: 2024.03.07~2024.06.19
BMW i5 xDrive40: 2024.02.14~2024.04.17
BMW i5 xDrive40: 2024.06.27~2025.02.21
BMW i5 xDrive40: 2024.07.11~2025.02.25
BMW i7 eDrive50: 2023.06.30~2024.06.21
BMW i7 eDrive50: 2024.06.27~2025.02.18
BMW i7 M70 xDrive: 2024.04.15
BMW i7 M70 xDrive: 2023.07.28~2024.06.13
BMW i7 M70 xDrive: 2024.07.16~2025.02.21
BMW i7 xDrive60: 2022.02.15
BMW i7 xDrive60: 2022.12.08~2023.02.27
BMW i7 xDrive60: 2022.07.01~2023.06.27
BMW i7 xDrive60: 2023.07.26~2024.06.25
BMW i7 xDrive60: 2024.06.27~2025.02.25
BMW iX M60: 2022.03.29~2022.05.16
BMW iX M60: 2022.12.21~2023.06.22
BMW iX M60: 2023.07.04~2024.06.13
BMW iX M60: 2024.06.27~2025.02.24
BMW iX xDrive40: 2021.08.02~2021.11.18
BMW iX xDrive50: 2020.10.19~2022.09.12
BMW iX xDrive50: 2021.08.05~2022.06.30
BMW iX xDrive50: 2022.06.10~2022.10.28
BMW iX xDrive50: 2022.12.09~2023.02.27
BMW iX xDrive50: 2022.10.21~2023.06.26
BMW iX xDrive50: 2023.06.19~2024.06.25
BMW iX xDrive50: 2024.06.13~2024.12.17
BMW iX1 xDrive30: 2023.03.10
BMW iX1 xDrive30: 2022.11.08~2023.06.29
BMW iX1 xDrive30: 2022.12.13~2023.06.28
BMW iX1 xDrive30: 2023.07.06~2024.06.28
BMW iX1 xDrive30: 2023.07.12~2024.06.21
BMW iX1 xDrive30: 2024.07.04~2025.02.27
BMW iX2 eDrive20: 2024.03.01~2024.06.25
BMW iX2 eDrive20: 2024.07.05~2024.09.16
MINI Countryman E: 2024.02.23~2024.10.25
MINI Countryman SE ALL4: 2023.11.30~2025.02.24","오류가 개선된 소프트웨어로 업데이트하며, 해당 문제의 원인으로 인해 에어컨 고장이 발생된 경우 에어컨 관련 장치를 교체함 (03/2025.71 또는 그 이상 버전이 설치되어 있다면 추가 업데이트가 필요 하지 않음)
<단, 일부 차량의 경우 오류가 개선된 소프트웨어 (SW version 03/2025.71)가 무선 소프트웨어 업데이트 또는 BMW 서비스센터 방문을 통해 이미 완료되었을 수 있으며, 이런 경우 추가 조치가 필요하지 않을 수 있음. 자세한 사항은 제작사 고객센터(080-269-5181)로 문의하여 주시기 바랍니다.>",비엠더블유 대표번호 080-269-5181
